InventoryId,Store,Brand,Description,Size,SalesQuantity,SalesDollars,SalesPrice,SalesDate,Volume,Classification,ExciseTax,VendorNo,VendorName
31_HORNSEY_2975,31,2975,Bird Dog Blackberry Whiskey,750mL,1,14.99,14.99,2024-08-05,750.0,1,0.79,9625,WESTERN SPIRITS BEVERAGE CO
50_MOUNTMEND_8159,50,8159,Jose Cuervo Especial,1.75L,19,455.81,23.99,2024-08-12,1750.0,1,34.91,7245,PROXIMO SPIRITS INC.       
64_CESTERFIELD_3180,64,3180,New Amsterdam Vodka,1.75L,4,67.96,16.99,2024-03-18,1750.0,1,7.35,3252,E & J GALLO WINERY         
38_GOULCREST_19158,38,19158,Dom de La Petite Cassagne,750mL,1,10.99,10.99,2024-06-05,750.0,2,0.11,90024,VINILANDIA USA             
75_BARNCOMBE_3879,75,3879,Smirnoff 80 Proof Traveler,750mL,1,12.99,12.99,2024-08-09,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
64_CESTERFIELD_10957,64,10957,Seaglass Svgn Bl Snt Barbara,750mL,3,29.97,9.99,2024-09-27,750.0,2,0.34,8892,TRINCHERO FAMILY ESTATES   
33_HORNSEY_4438,33,4438,Cruzan Black Cherry Rum,750mL,1,9.99,9.99,2024-11-10,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
66_EANVERNESS_3826,66,3826,Skyy Vodka,1.75L,3,74.97,24.99,2024-04-13,1750.0,1,5.51,11567,CAMPARI AMERICA            
21_BALERNO_46785,21,46785,Oops Spicy Splendr Carmenere,750mL,1,9.99,9.99,2024-12-02,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
66_EANVERNESS_2665,66,2665,Dewars White Label,750mL,1,19.99,19.99,2024-05-22,750.0,1,0.79,480,BACARDI USA INC            
20_BREDWARDINE_6579,20,6579,J Lohr Riverstone Chard,750mL,3,26.85,8.95,2024-07-06,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
23_ARBINGTON_5138,23,5138,Fireball Cinnamon Whisky,750mL,2,31.98,15.99,2024-04-01,750.0,1,1.57,8004,SAZERAC CO INC             
15_WANBORNE_5394,15,5394,Goldschlager Cinnamon Schnap,375mL,1,10.99,10.99,2024-01-28,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
69_MOUNTMEND_3840,69,3840,Smirnoff Raspberry Vodka,1.75L,2,39.98,19.99,2024-10-16,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
55_DRY GULCH_3042,55,3042,Ciroc Red Berry Vodka,375mL,1,11.99,11.99,2024-06-29,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
33_HORNSEY_43225,33,43225,Ch Beauchene Chtnf Pape RSV,750mL,1,26.99,26.99,2024-11-15,750.0,2,0.11,10754,PERFECTA WINES             
35_HALIVAARA_8504,35,8504,R M Woodbridge Cab Svgn Cal,1.5L,1,9.99,9.99,2024-10-22,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
68_SOLARIS_1767,68,1767,Buffalo Trace Bourbon,750mL,1,24.99,24.99,2024-08-06,750.0,1,0.79,8004,SAZERAC CO INC             
16_LUNDY_5758,16,5758,1800 Ultimate Margarita RTD,1.75L,1,19.99,19.99,2024-02-19,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
75_BARNCOMBE_3791,75,3791,Jose Cuervo Especial Silver,375mL,1,10.99,10.99,2024-02-21,375.0,1,0.39,7245,PROXIMO SPIRITS INC.       
56_BEGGAR'S HOLE_1767,56,1767,Buffalo Trace Bourbon,750mL,1,24.99,24.99,2024-07-17,750.0,1,0.79,8004,SAZERAC CO INC             
31_HORNSEY_18893,31,18893,19 Crimes Red,750mL,1,9.99,9.99,2024-02-26,750.0,2,0.11,9819,TREASURY WINE ESTATES      
41_LARNWICK_2802,41,2802,SW4 London Dry Gin,750mL,1,24.99,24.99,2024-07-20,750.0,1,0.79,7153,PINE STATE TRADING CO      
47_PELLA'S WISH_5219,47,5219,Sambuca Romana Black,750mL,2,39.98,19.99,2024-09-20,750.0,1,1.57,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_2030,66,2030,Glen Moray 12 Yr Scotch,750mL,1,30.99,30.99,2024-07-01,750.0,1,0.79,7153,PINE STATE TRADING CO      
2_ASHBORNE_3746,2,3746,Gordons Vodka 80 Proof,1.75L,11,142.89,12.99,2024-04-22,1750.0,1,20.21,3960,DIAGEO NORTH AMERICA INC   
9_BLACKPOOL_14236,9,14236,Copa di Vino Chard,187mL,1,2.49,2.49,2024-08-05,187.0,2,0.03,2000,SOUTHERN WINE & SPIRITS NE 
21_BALERNO_8421,21,8421,Beringer Classic Wh Znfdl,750mL,2,9.98,4.99,2024-08-19,750.0,2,0.22,9819,TREASURY WINE ESTATES      
7_STANMORE_8203,7,8203,Grand Marnier,50mL,5,14.95,2.99,2024-06-06,50.0,1,0.26,8112,MOET HENNESSY USA INC      
71_CLARCTON_3295,71,3295,Tito's Handmade Vodka,375mL,2,19.98,9.99,2024-08-14,375.0,1,0.79,4425,MARTIGNETTI COMPANIES
65_LUTON_822,65,822,Tanqueray,Liter,1,26.99,26.99,2024-12-02,1000.0,1,1.05,3960,DIAGEO NORTH AMERICA INC   
55_DRY GULCH_25287,55,25287,A Bichot Fixin Pnt Nr,750mL,1,28.99,28.99,2024-08-28,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
4_EANVERNESS_10380,4,10380,Santa Cristina Pnt Grigio,750mL,1,10.99,10.99,2024-07-28,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
2_ASHBORNE_29169,2,29169,Franzia Tap Merlot,5L,1,15.99,15.99,2024-10-01,5000.0,2,0.75,9815,WINE GROUP INC             
11_CARDEND_33331,11,33331,Moletto Prosecco Della Marc,750mL,2,17.98,8.99,2024-10-13,750.0,2,0.22,4848,LAIRD & CO                 
76_DONCASTER_6567,76,6567,Clos du Bois Merlot N Cst,750mL,1,9.99,9.99,2024-06-04,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
14_BROMWICH_6523,14,6523,Franzia Burgundy Tap Red,5L,1,17.99,17.99,2024-04-24,5000.0,2,0.75,9815,WINE GROUP INC             
69_MOUNTMEND_515,69,515,Hirsch Selection Bourbon,750mL,2,69.98,34.99,2024-02-12,750.0,1,1.57,9165,ULTRA BEVERAGE COMPANY LLP 
20_BREDWARDINE_3687,20,3687,Fleischmanns Royal Traveler,750mL,2,11.98,5.99,2024-03-10,750.0,1,1.57,660,SAZERAC NORTH AMERICA INC. 
9_BLACKPOOL_5694,9,5694,Ice Box Mudslide,1.75L,3,29.97,9.99,2024-04-09,1750.0,1,5.51,8004,SAZERAC CO INC             
14_BROMWICH_3706,14,3706,Pinnacle Citrus Vodka,1.75L,1,15.99,15.99,2024-12-19,1750.0,1,1.84,12546,JIM BEAM BRANDS COMPANY    
38_GOULCREST_24944,38,24944,Sur de Los Andes Malbec Rsva,750mL,1,17.99,17.99,2024-07-09,750.0,2,0.11,7153,PINE STATE TRADING CO      
9_BLACKPOOL_8921,9,8921,Sterling Cab Svgn,750mL,4,67.8,16.95,2024-12-10,750.0,2,0.45,1590,DIAGEO CHATEAU ESTATE WINES
54_GUTHRAM_7320,54,7320,Malibu Rum Punch RTD,1.75L,3,53.97,17.99,2024-07-23,1750.0,1,5.51,17035,PERNOD RICARD USA          
81_PEMBROKE_3025,81,3025,Ciroc Snap Frost Vodka,375mL,1,11.99,11.99,2024-09-24,375.0,1,0.39,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_1515,66,1515,Old Overholt,750mL,2,29.98,14.99,2024-08-07,750.0,1,1.57,12546,JIM BEAM BRANDS COMPANY    
49_GARIGILL_41546,49,41546,Monkey Bay Svgn Bl,750mL,5,39.95,7.99,2024-04-10,750.0,2,0.56,1392,CONSTELLATION BRANDS INC   
16_LUNDY_8111,16,8111,Smirnoff 80 Proof,50mL,14,13.86,0.99,2024-04-21,50.0,1,0.74,3960,DIAGEO NORTH AMERICA INC   
66_EANVERNESS_32809,66,32809,Flag Hill Marechal Foch NH,750mL,1,12.99,12.99,2024-12-15,750.0,2,0.11,17031,FLAG HILL WINERY & VINEYARD
76_DONCASTER_36852,76,36852,Frey Znfdl Organic Mendocino,750mL,1,12.99,12.99,2024-12-21,750.0,2,0.11,10754,PERFECTA WINES             
55_DRY GULCH_6983,55,6983,J Lohr Seven Oaks Cab Svgn,750mL,2,29.98,14.99,2024-08-06,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
73_DONCASTER_12771,73,12771,Joel Gott Cab Svgn 815,750mL,4,51.96,12.99,2024-03-02,750.0,2,0.45,8892,TRINCHERO FAMILY ESTATES   
66_EANVERNESS_33579,66,33579,Tommasi Valpo Clsc Supr Rafl,750mL,1,15.99,15.99,2024-03-13,750.0,2,0.11,4425,MARTIGNETTI COMPANIES
49_GARIGILL_16749,49,16749,Ninety+Cellars Lot 50 Prosco,750mL,4,35.96,8.99,2024-12-22,750.0,2,0.45,4950,LATITUDE BEVERAGE COMPANY  
78_EASTHAVEN_6896,78,6896,Sterling Merlot,750mL,1,17.99,17.99,2024-07-29,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
27_MOUNTMEND_3511,27,3511,New Amsterdam Vodka,750mL,3,29.97,9.99,2024-09-16,750.0,1,2.36,3252,E & J GALLO WINERY         
57_LANTEGLOS_8498,57,8498,R M Woodbridge Svgn Bl Cal,1.5L,2,27.98,13.99,2024-09-06,1500.0,2,0.45,1392,CONSTELLATION BRANDS INC   
48_NORFOLK_6592,48,6592,Almaden Chard Cal,1.5L,1,8.99,8.99,2024-09-16,1500.0,2,0.22,9815,WINE GROUP INC             
22_SHARNWICK_40096,22,40096,Black Box Cab Svgn,3L,1,22.99,22.99,2024-03-29,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
34_PITMERDEN_8110,34,8110,Tribuno Dry Vermouth,1.5L,1,8.99,8.99,2024-10-08,1500.0,1,1.57,9815,WINE GROUP INC             
67_EANVERNESS_31454,67,31454,Foxhorn SE Chard Australia,1.5L,2,17.98,8.99,2024-11-10,1500.0,2,0.45,9815,WINE GROUP INC             
76_DONCASTER_5668,76,5668,Dr McGillicuddy's Grape,750mL,7,97.93,13.99,2024-07-15,750.0,1,5.51,8004,SAZERAC CO INC             
64_CESTERFIELD_3488,64,3488,Tanqueray,750mL,1,23.99,23.99,2024-05-11,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
43_WOLFORD_8746,43,8746,Cavit Pinot Grigio,750mL,1,6.99,6.99,2024-05-07,750.0,2,0.11,6785,PALM BAY INTERNATIONAL INC 
35_HALIVAARA_43365,35,43365,Cavit Riesling Trentino,1.5L,1,14.99,14.99,2024-10-20,1500.0,2,0.22,6785,PALM BAY INTERNATIONAL INC 
32_MOUNTMEND_1394,32,1394,Makers Mark,375mL,1,16.99,16.99,2024-10-29,375.0,1,0.39,12546,JIM BEAM BRANDS COMPANY    
44_PORTHCRAWL_22938,44,22938,Black Stallion Carnrs Pnt Nr,750mL,1,19.99,19.99,2024-06-22,750.0,2,0.11,2242,DELICATO VINEYARDS INC     
73_DONCASTER_12945,73,12945,Middle Sister Mischief Maker,750mL,1,9.99,9.99,2024-01-31,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
63_SWORDBREAK_8970,63,8970,Ice Box Manhattan,1.75L,1,9.99,9.99,2024-12-26,1750.0,1,1.84,8004,SAZERAC CO INC             
50_MOUNTMEND_31487,50,31487,Barefoot Bubbly Brut Cve,750mL,2,19.98,9.99,2024-11-27,750.0,2,0.22,3252,E & J GALLO WINERY         
23_ARBINGTON_41253,23,41253,Ch St Jean Cab Svgn Cal,750mL,2,23.98,11.99,2024-12-28,750.0,2,0.22,9819,TREASURY WINE ESTATES      
1_HARDERSFIELD_6855,1,6855,Midnight Moon Apple Pie,750mL,5,99.95,19.99,2024-01-29,750.0,1,3.94,9165,ULTRA BEVERAGE COMPANY LLP 
1_HARDERSFIELD_6570,1,6570,Kendall Jackson Chard Vt RSV,750mL,12,119.88,9.99,2024-12-21,750.0,2,1.35,10000,MAJESTIC FINE WINES        
66_EANVERNESS_3936,66,3936,Stolichnaya,Liter,1,22.99,22.99,2024-04-28,1000.0,1,1.05,8664,"STOLI GROUP,(USA) LLC      "
58_HARTLEPOOL_22143,58,22143,Simi Cab Svgn,750mL,2,39.98,19.99,2024-09-21,750.0,2,0.22,1392,CONSTELLATION BRANDS INC   
23_ARBINGTON_3726,23,3726,Gilbeys Vodka Traveler,750mL,3,14.97,4.99,2024-08-25,750.0,1,2.36,12546,JIM BEAM BRANDS COMPANY    
33_HORNSEY_8236,33,8236,Jim Beam,50mL,8,11.92,1.49,2024-11-08,50.0,1,0.42,12546,JIM BEAM BRANDS COMPANY    
57_LANTEGLOS_3834,57,3834,Skyy Vodka,750mL,1,12.99,12.99,2024-02-03,750.0,1,0.79,11567,CAMPARI AMERICA            
7_STANMORE_7221,7,7221,M & R Sweet Vermouth,1.5L,1,10.49,10.49,2024-11-03,1500.0,2,0.22,480,BACARDI USA INC            
34_PITMERDEN_14439,34,14439,Barefoot Sweet Red,750mL,1,6.29,6.29,2024-06-21,750.0,2,0.11,3252,E & J GALLO WINERY         
74_PAENTMARWY_40098,74,40098,Black Box Merlot Cal,3L,1,18.99,18.99,2024-02-27,3000.0,2,0.45,1392,CONSTELLATION BRANDS INC   
23_ARBINGTON_26442,23,26442,Fortant Heritage Lang Rouge,750mL,1,15.99,15.99,2024-11-08,750.0,2,0.11,10754,PERFECTA WINES             
49_GARIGILL_2668,49,2668,Dewars White Label,375mL,1,13.99,13.99,2024-08-20,375.0,1,0.39,480,BACARDI USA INC            
60_IRRAGIN_3084,60,3084,Patron Silver Tequila,200mL,2,29.98,14.99,2024-08-19,200.0,1,0.42,9165,ULTRA BEVERAGE COMPANY LLP 
2_ASHBORNE_5316,2,5316,Amaretto DiSaronno,50mL,2,4.58,2.29,2024-07-09,50.0,1,0.1,2555,DISARONNO INTERNATIONAL LLC
11_CARDEND_3040,11,3040,Tito's Handmade Vodka,Liter,1,23.99,23.99,2024-11-06,1000.0,1,1.05,4425,MARTIGNETTI COMPANIES
15_WANBORNE_32908,15,32908,Sterling Vintners Cltn Merlo,750mL,2,19.9,9.95,2024-10-25,750.0,2,0.22,1590,DIAGEO CHATEAU ESTATE WINES
41_LARNWICK_4702,41,4702,Metaxa Amphora,750mL,1,22.99,22.99,2024-10-12,750.0,1,0.79,7239,REMY COINTREAU USA INC     
4_EANVERNESS_7728,4,7728,Great Western X Dry,750mL,1,9.99,9.99,2024-08-01,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
30_CULCHETH_3776,30,3776,Jose Cuervo Especial Silver,1.75L,1,25.99,25.99,2024-08-03,1750.0,1,1.84,7245,PROXIMO SPIRITS INC.       
33_HORNSEY_42413,33,42413,R M Woodbridge Rsl,1.5L,1,13.99,13.99,2024-09-07,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
58_HARTLEPOOL_4330,58,4330,Capt Morgan Spiced Rum 100,1.75L,2,59.98,29.99,2024-02-13,1750.0,1,3.67,3960,DIAGEO NORTH AMERICA INC   
8_ALNERWICK_5382,8,5382,Ice 101 Peppermint Schnapps,750mL,3,41.97,13.99,2024-05-28,750.0,1,2.36,8004,SAZERAC CO INC             
36_LEWES_36771,36,36771,Yellow Tail Merlot Ausl,1.5L,1,8.95,8.95,2024-08-16,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
73_DONCASTER_6654,73,6654,Veuve Clicquot Brut Yellow,750mL,40,1599.6,39.99,2024-11-25,750.0,2,4.5,8112,MOET HENNESSY USA INC      
76_DONCASTER_12775,76,12775,Joel Gott Svgn Bl,750mL,6,59.94,9.99,2024-02-27,750.0,2,0.68,8892,TRINCHERO FAMILY ESTATES   
50_MOUNTMEND_26717,50,26717,Arpa Pnt Grigio,750mL,2,19.98,9.99,2024-08-27,750.0,2,0.22,10754,PERFECTA WINES             
57_LANTEGLOS_5490,57,5490,DeKuyper Hot Damn Cinnamon,50mL,1,0.99,0.99,2024-06-10,50.0,1,0.05,12546,JIM BEAM BRANDS COMPANY    
71_CLARCTON_31204,71,31204,Beringer Fndrs Est Svgn Bl,750mL,1,9.99,9.99,2024-05-27,750.0,2,0.11,9819,TREASURY WINE ESTATES      
34_PITMERDEN_16669,34,16669,Sweet Baby Vyds Blueberry,750mL,2,25.98,12.99,2024-10-17,750.0,2,0.22,90056,SWEET BABY VINEYARD        
59_CLAETHORPES_8053,59,8053,Seagrams 7 Crown,50mL,10,9.9,0.99,2024-12-30,50.0,1,0.52,3960,DIAGEO NORTH AMERICA INC   
70_KELD_8236,70,8236,Jim Beam,50mL,1,1.49,1.49,2024-05-24,50.0,1,0.05,12546,JIM BEAM BRANDS COMPANY    
68_SOLARIS_3180,68,3180,New Amsterdam Vodka,1.75L,1,16.99,16.99,2024-03-09,1750.0,1,1.84,3252,E & J GALLO WINERY         
8_ALNERWICK_8111,8,8111,Smirnoff 80 Proof,50mL,3,2.97,0.99,2024-06-08,50.0,1,0.16,3960,DIAGEO NORTH AMERICA INC   
76_DONCASTER_46201,76,46201,Petite Petit Phillips Lodi,750mL,3,50.97,16.99,2024-04-05,750.0,2,0.34,4425,MARTIGNETTI COMPANIES
57_LANTEGLOS_6857,57,6857,Sutter Home Wh Znfdl,1.5L,2,19.98,9.99,2024-07-01,1500.0,2,0.45,8892,TRINCHERO FAMILY ESTATES   
73_DONCASTER_2960,73,2960,The Macallan Fine Oak 15 Yr,750mL,1,109.99,109.99,2024-06-14,750.0,1,0.79,2561,EDRINGTON AMERICAS         
60_IRRAGIN_23388,60,23388,Light Horse Cab Svgn,750mL,1,11.99,11.99,2024-06-11,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
8_ALNERWICK_19283,8,19283,Roscato Bianco,750mL,1,9.99,9.99,2024-08-23,750.0,2,0.11,6785,PALM BAY INTERNATIONAL INC 
74_PAENTMARWY_4222,74,4222,Bacardi Gold Rum,750mL,1,13.99,13.99,2024-01-10,750.0,1,0.79,480,BACARDI USA INC            
68_SOLARIS_8746,68,8746,Cavit Pinot Grigio,750mL,13,90.87,6.99,2024-05-24,750.0,2,1.46,6785,PALM BAY INTERNATIONAL INC 
66_EANVERNESS_6873,66,6873,Guigal Cotes du Rhone Red,750mL,2,25.98,12.99,2024-09-29,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
33_HORNSEY_35412,33,35412,Yellow Tail Chard Ausl,1.5L,3,26.85,8.95,2024-03-13,1500.0,2,0.68,4425,MARTIGNETTI COMPANIES
55_DRY GULCH_1835,55,1835,Knappogue Castle Irish Whsky,750mL,1,36.99,36.99,2024-04-18,750.0,1,0.79,1485,CASTLE BRANDS CORP.        
71_CLARCTON_1386,71,1386,George Dickel No 8 Bourbon,750mL,1,20.99,20.99,2024-11-21,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
22_SHARNWICK_4878,22,4878,Allens Coffee Brandy,750mL,1,6.99,6.99,2024-12-20,750.0,1,0.79,9552,M S WALKER INC             
9_BLACKPOOL_3882,9,3882,Smirnoff Strawberry Vodka,750mL,1,12.99,12.99,2024-10-24,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
58_HARTLEPOOL_5713,58,5713,DeKuyper Sour Apple Pucker,1.75L,1,14.99,14.99,2024-01-30,1750.0,1,1.84,12546,JIM BEAM BRANDS COMPANY    
73_DONCASTER_14174,73,14174,Chalk Hill Estate Red,750mL,2,109.98,54.99,2024-11-22,750.0,2,0.22,4425,MARTIGNETTI COMPANIES
50_MOUNTMEND_3047,50,3047,Bully Boy Vodka,750mL,1,24.99,24.99,2024-09-11,750.0,1,0.79,1189,BULLY BOY DISTILLERS       
50_MOUNTMEND_24515,50,24515,Cartlidge & Browne Chard,750mL,1,6.79,6.79,2024-12-07,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
17_OLDHAM_5616,17,5616,Emmets Irish Cream,1.75L,4,79.96,19.99,2024-11-11,1750.0,1,7.35,3960,DIAGEO NORTH AMERICA INC   
1_HARDERSFIELD_8453,1,8453,1800 Silver Tequila,50mL,2,5.58,2.79,2024-07-30,50.0,1,0.1,7245,PROXIMO SPIRITS INC.       
15_WANBORNE_3488,15,3488,Tanqueray,750mL,1,23.99,23.99,2024-11-30,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
35_HALIVAARA_32831,35,32831,Carpineto Dogajolo Tuscan Rd,750mL,1,12.99,12.99,2024-09-10,750.0,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP 
28_LARNWICK_17177,28,17177,Beringer Classic Merlot,1.5L,1,12.99,12.99,2024-05-25,1500.0,2,0.22,9819,TREASURY WINE ESTATES      
60_IRRAGIN_4817,60,4817,Skyy Infusions TX Grapefruit,750mL,1,12.99,12.99,2024-10-07,750.0,1,0.79,11567,CAMPARI AMERICA            
4_EANVERNESS_1738,4,1738,Ole Smoky Moonshine Cherries,750mL,1,19.99,19.99,2024-06-28,750.0,1,0.79,6359,OLE SMOKY DISTILLERY LLC   
41_LARNWICK_45294,41,45294,C K Mondavi Willw Pnt Grigio,1.5L,2,21.98,10.99,2024-10-12,1500.0,2,0.45,2000,SOUTHERN WINE & SPIRITS NE 
76_DONCASTER_3627,76,3627,Absolut 80 Proof,375mL,1,13.99,13.99,2024-04-21,375.0,1,0.39,17035,PERNOD RICARD USA          
66_EANVERNESS_2780,66,2780,Bulleit 10 Yr Old Bourbon,750mL,1,40.99,40.99,2024-03-13,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
21_BALERNO_20446,21,20446,Barefoot Bubbly Brut Cuvee,187mL 4 Pk,1,9.99,9.99,2024-11-05,187.0,2,0.03,3252,E & J GALLO WINERY         
71_CLARCTON_3667,71,3667,Boru Original Irish Vodka,1.75L,1,17.99,17.99,2024-11-22,1750.0,1,1.84,1485,CASTLE BRANDS CORP.        
11_CARDEND_38899,11,38899,L Martini Cab Svgn Sonoma,750mL,2,25.98,12.99,2024-01-08,750.0,2,0.22,3252,E & J GALLO WINERY         
66_EANVERNESS_2183,66,2183,McClelland Highland Single,750mL,1,19.99,19.99,2024-04-22,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
2_ASHBORNE_6278,2,6278,Sterling Svgn Bl,750mL,1,13.99,13.99,2024-06-18,750.0,2,0.11,1590,DIAGEO CHATEAU ESTATE WINES
72_HARDERSFIELD_8214,72,8214,E & J Brandy VS,750mL,1,9.99,9.99,2024-12-08,750.0,1,0.79,3252,E & J GALLO WINERY         
14_BROMWICH_5403,14,5403,Amaretto di Amore,750mL,4,35.96,8.99,2024-07-21,750.0,1,3.15,660,SAZERAC NORTH AMERICA INC. 
78_EASTHAVEN_32989,78,32989,Barefoot Cab Svgn Cal,1.5L,1,11.99,11.99,2024-09-26,1500.0,2,0.22,3252,E & J GALLO WINERY         
73_DONCASTER_6567,73,6567,Clos du Bois Merlot N Cst,750mL,1,8.99,8.99,2024-01-01,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
15_WANBORNE_4330,15,4330,Capt Morgan Spiced Rum 100,1.75L,1,26.99,26.99,2024-12-04,1750.0,1,1.84,3960,DIAGEO NORTH AMERICA INC   
12_LEESIDE_28658,12,28658,R Mondavi Pnt Nr Pvt Sel,750mL,1,10.99,10.99,2024-11-23,750.0,2,0.11,1392,CONSTELLATION BRANDS INC   
2_ASHBORNE_4351,2,4351,Capt Morgan Black Spiced Rum,750mL,1,22.99,22.99,2024-03-17,750.0,1,0.79,3960,DIAGEO NORTH AMERICA INC   
25_CAERSHIRE_8606,25,8606,Baileys Espresso Creme,50mL,4,3.96,0.99,2024-02-08,50.0,1,0.21,3960,DIAGEO NORTH AMERICA INC   
41_LARNWICK_12663,41,12663,Zin 91 Old Vine Znfdl CA,750mL,3,23.97,7.99,2024-08-30,750.0,2,0.34,9165,ULTRA BEVERAGE COMPANY LLP 
34_PITMERDEN_20446,34,20446,Barefoot Bubbly Brut Cuvee,187mL 4 Pk,1,9.99,9.99,2024-03-24,187.0,2,0.03,3252,E & J GALLO WINERY         
67_EANVERNESS_3726,67,3726,Gilbeys Vodka Traveler,750mL,1,4.99,4.99,2024-01-08,750.0,1,0.79,12546,JIM BEAM BRANDS COMPANY    
12_LEESIDE_2952,12,2952,Old Bushmills,750mL,1,24.99,24.99,2024-11-17,750.0,1,0.79,7245,PROXIMO SPIRITS INC.       
28_LARNWICK_8512,28,8512,Baileys Irish Cream,750mL,5,99.95,19.99,2024-07-03,750.0,1,3.94,3960,DIAGEO NORTH AMERICA INC   
18_FURNESS_3811,18,3811,Absolut Spark Vodka,750mL,1,17.99,17.99,2024-06-20,750.0,1,0.79,17035,PERNOD RICARD USA          
6_GOULCREST_41143,6,41143,Red Diamond Cab Svgn Wash,750mL,1,7.95,7.95,2024-05-12,750.0,2,0.11,8673,STE MICHELLE WINE ESTATES  
50_MOUNTMEND_42118,50,42118,Jewell Towne Seyval NH,750mL,2,20.98,10.49,2024-11-18,750.0,2,0.22,17032,JEWELL TOWNE VINEYARDS     
73_DONCASTER_19748,73,19748,Clos du Bois Chard,1.5L,32,447.68,13.99,2024-06-29,1500.0,2,7.2,1392,CONSTELLATION BRANDS INC   
19_WINTERVALE_2212,19,2212,Canadian Rich & Rare,1.75L,1,10.99,10.99,2024-09-05,1750.0,1,1.84,8004,SAZERAC CO INC             
8_ALNERWICK_11828,8,11828,Cupcake Svgn Bl,750mL,4,31.96,7.99,2024-02-07,750.0,2,0.45,9815,WINE GROUP INC             
51_ABERDEEN_6396,51,6396,Taylor Dry Sherry,1.5L,1,7.79,7.79,2024-04-30,1500.0,2,0.22,1392,CONSTELLATION BRANDS INC   
56_BEGGAR'S HOLE_2756,56,2756,Jameson Caskmates,750mL,1,29.99,29.99,2024-07-03,750.0,1,0.79,17035,PERNOD RICARD USA          
38_GOULCREST_508,38,508,Bacardi Superior Rum,Liter,5,64.95,12.99,2024-04-16,1000.0,1,5.25,480,BACARDI USA INC            
74_PAENTMARWY_8689,74,8689,Paul Masson Rose,3L,2,21.98,10.99,2024-07-17,3000.0,2,0.9,1392,CONSTELLATION BRANDS INC   
40_BULLMAR_31277,40,31277,Landmark Overlook Chard,750mL,1,15.99,15.99,2024-02-18,750.0,2,0.11,9552,M S WALKER INC             
41_LARNWICK_4798,41,4798,Sambuca Romana Liqueur,50mL,9,17.91,1.99,2024-12-10,50.0,1,0.47,3960,DIAGEO NORTH AMERICA INC   
55_DRY GULCH_3802,55,3802,Three Olives Vodka,1.75L,7,125.93,17.99,2024-02-27,1750.0,1,12.86,7245,PROXIMO SPIRITS INC.       
60_IRRAGIN_14539,60,14539,Dom de Dionysos La Deveze,750mL,6,89.94,14.99,2024-01-06,750.0,2,0.68,4425,MARTIGNETTI COMPANIES
4_EANVERNESS_2114,4,2114,Black Velvet Canadian Whisky,1.75L,5,64.95,12.99,2024-12-16,1750.0,1,9.19,1392,CONSTELLATION BRANDS INC   
68_SOLARIS_24455,68,24455,Franciscan Cab Svgn Napa,750mL,3,65.97,21.99,2024-09-16,750.0,2,0.34,1392,CONSTELLATION BRANDS INC   
32_MOUNTMEND_644,32,644,Amaretto DiSaronno,Liter,1,27.99,27.99,2024-12-21,1000.0,1,1.05,2555,DISARONNO INTERNATIONAL LLC
50_MOUNTMEND_13963,50,13963,Yellow Tail Pnt Nr,1.5L,1,9.99,9.99,2024-06-18,1500.0,2,0.22,4425,MARTIGNETTI COMPANIES
42_BLACK HOLLOW_126,42,126,Grey Goose Vodka,Liter,2,57.98,28.99,2024-12-02,1000.0,1,2.1,480,BACARDI USA INC            
